training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.0 1, 0.38, 26, 49950.84390044212, 0.09178267510563953, 49950.935683117226
0.0 1, 0.4, 26, 49950.39850473404, 0.09440853290119289, 49950.49291326694
0.0 1, 0.42, 26, 49950.730726122856, 0.10368169036767982, 49950.83440781322
0.0 1, 0.44, 26, 49951.06294751167, 0.09932780184897894, 49951.16227531352
0.0 1, 0.46, 26, 49950.71977376938, 0.10468618249360107, 49950.82445995187
0.0 1, 0.48, 26, 49950.42406022549, 0.10983021099287527, 49950.533890436476
0.0 1, 0.5, 26, 49950.87310671806, 0.11628545017357894, 49950.98939216824
0.0 1, 0.0, final, 49951.55580341816, 0.035130745529551644, 49951.59093416369
0.0 1, 0.02, final, 49951.18707418442, 0.03530076046845765, 49951.22237494489
0.0 1, 0.04, final, 49951.55580341816, 0.03590108078247112, 49951.59170449894
0.0 1, 0.06, final, 49951.11405849457, 0.036958679163947794, 49951.15101717373
0.0 1, 0.08, final, 49951.154217123985, 0.03862868771879102, 49951.1928458117
0.0 1, 0.1, final, 49950.96072554588, 0.0406476510488788, 49951.00137319693
0.0 1, 0.12, final, 49952.05231010914, 0.0427809687464894, 49952.095091077885
0.0 1, 0.14, final, 49951.1943757534, 0.045765620533274265, 49951.240141373935
0.0 1, 0.16, final, 49951.33675634861, 0.04904742817017138, 49951.38580377678
0.0 1, 0.18, final, 49951.39881968498, 0.05341082559346777, 49951.45223051058
0.0 1, 0.2, final, 49951.33310556412, 0.05696670220184008, 49951.39007226632
0.0 1, 0.22, final, 49950.8548527956, 0.060937575372282726, 49950.91579037097
0.0 1, 0.24, final, 49951.8296122551, 0.06454300235087784, 49951.89415525745
0.0 1, 0.26, final, 49951.256439089775, 0.06926409088651464, 49951.325703180664
0.0 1, 0.28, final, 49951.23453438282, 0.07396565176246206, 49951.30850003458
0.0 1, 0.3, final, 49951.20167732239, 0.07557088673801593, 49951.277248209124
0.0 1, 0.32, final, 49951.35135948658, 0.07662445571282805, 49951.427983942296
0.0 1, 0.34, final, 49951.490089297295, 0.08281665065177224, 49951.57290594795
0.0 1, 0.36, final, 49951.31850242615, 0.08756733623066726, 49951.40606976238
0.0 1, 0.38, final, 49950.832948088646, 0.09017857142623853, 49950.92312666007
0.0 1, 0.4, final, 49950.95707476139, 0.09737318613078938, 49951.05444794752
0.0 1, 0.42, final, 49951.227232813835, 0.0980921677482357, 49951.32532498158
0.0 1, 0.44, final, 49950.88040828705, 0.10380473594647943, 49950.984213022995
0.0 1, 0.46, final, 49951.51199400425, 0.10923740104541957, 49951.6212314053
0.0 1, 0.48, final, 49951.4864385128, 0.1075726596586376, 49951.59401117246
0.0 1, 0.5, final, 49951.256439089775, 0.11401871076719883, 49951.37045780054
0.0 2, 0.0, 0, 825135.1821422577, 69939945.25533879, 70765080.43748105
0.0 2, 0.02, 0, 825183.5477352142, 69943344.42113951, 70768527.96887472
0.0 2, 0.04, 0, 825250.4885196686, 69948624.39287053, 70773874.8813902
0.0 2, 0.06, 0, 825303.0014038086, 69975741.15854222, 70801044.15994602
0.0 2, 0.08, 0, 825324.3219852448, 69979853.44862312, 70805177.77060837
0.0 2, 0.1, 0, 825393.8913345337, 70008411.31123647, 70833805.202571
0.0 2, 0.12, 0, 825518.3684825897, 70041006.36259308, 70866524.73107567
0.0 2, 0.14, 0, 825514.9805545807, 70057966.53414804, 70883481.51470262
0.0 2, 0.16, 0, 825784.0287685394, 70129125.32429674, 70954909.35306528
0.0 2, 0.18, 0, 825803.2464981079, 70122824.51439084, 70948627.76088895
0.0 2, 0.2, 0, 825898.517370224, 70184916.12833913, 71010814.64570935
0.0 2, 0.22, 0, 825986.8371486664, 70209626.27995406, 71035613.11710273
0.0 2, 0.24, 0, 826244.2028522491, 70286993.70922515, 71113237.9120774
0.0 2, 0.26, 0, 826360.034942627, 70332088.3384082, 71158448.37335083
0.0 2, 0.28, 0, 826277.0891189575, 70293954.19701262, 71120231.28613158
0.0 2, 0.3, 0, 826498.9399909973, 70392471.63276458, 71218970.57275558
0.0 2, 0.32, 0, 826629.7256946564, 70430773.06522109, 71257402.79091574
0.0 2, 0.34, 0, 826698.4188556671, 70454864.97851102, 71281563.39736669
0.0 2, 0.36, 0, 827043.2281494141, 70573135.7065467, 71400178.93469611
0.0 2, 0.38, 0, 827001.46317482, 70555483.17045072, 71382484.63362554
0.0 2, 0.4, 0, 827208.3020210266, 70621400.65621282, 71448608.95823385
0.0 2, 0.42, 0, 827388.037443161, 70677801.92034453, 71505189.95778769
0.0 2, 0.44, 0, 827171.5021133423, 70620719.78611584, 71447891.28822918
0.0 2, 0.46, 0, 827580.156326294, 70759123.97244161, 71586704.12876791
0.0 2, 0.48, 0, 827612.1664047241, 70747892.50703979, 71575504.67344451
0.0 2, 0.5, 0, 827795.6402301788, 70815326.44194111, 71643122.08217129
0.0 2, 0.0, 1, 50737.88732290268, 0.026726661362327597, 50737.91404956404
0.0 2, 0.02, 1, 50738.511607050896, 0.026866630939358482, 50738.53847368184
0.0 2, 0.04, 1, 50738.69414627552, 0.027232580450478605, 50738.72137885597
0.0 2, 0.06, 1, 50738.570019602776, 0.02774712125662593, 50738.59776672403
0.0 2, 0.08, 1, 50737.49303817749, 0.028560793242419447, 50737.521598970736
0.0 2, 0.1, 1, 50738.28890919685, 0.029556689894447152, 50738.31846588675
0.0 2, 0.12, 1, 50737.96033859253, 0.03142331129342091, 50737.991761903824
0.0 2, 0.14, 1, 50738.186687231064, 0.032634760359896875, 50738.219321991426
0.0 2, 0.16, 1, 50737.54779994488, 0.03483021625275151, 50737.58263016113
0.0 2, 0.18, 1, 50737.87271976471, 0.03610220135112996, 50737.90882196606
0.0 2, 0.2, 1, 50737.763196229935, 0.038235368349490706, 50737.80143159829
0.0 2, 0.22, 1, 50737.69748210907, 0.03973247927867618, 50737.73721458835
0.0 2, 0.24, 1, 50738.026052713394, 0.043120049624364665, 50738.06917276302
0.0 2, 0.26, 1, 50738.186687231064, 0.045084396989238495, 50738.23177162805
0.0 2, 0.28, 1, 50737.84351348877, 0.047950739594326275, 50737.89146422836
0.0 2, 0.3, 1, 50738.35462331772, 0.049337914265674354, 50738.40396123198
0.0 2, 0.32, 1, 50737.91287839413, 0.05025864470196084, 50737.96313703883
0.0 2, 0.34, 1, 50738.16478252411, 0.05316129358912913, 50738.2179438177
0.0 2, 0.36, 1, 50738.03700506687, 0.05466460699089981, 50738.091669673864
0.0 2, 0.38, 1, 50737.631767988205, 0.05686464938119484, 50737.68863263759
0.0 2, 0.4, 1, 50737.865418195724, 0.059338944435906815, 50737.92475714016
0.0 2, 0.42, 1, 50737.83986270428, 0.06357556037753331, 50737.90343826466
0.0 2, 0.44, 1, 50738.1209731102, 0.06531466537766617, 50738.18628777558
0.0 2, 0.46, 1, 50737.617164850235, 0.0676200696504109, 50737.68478491988
0.0 2, 0.48, 1, 50738.37287724018, 0.06808070338473526, 50738.44095794357
0.0 2, 0.5, 1, 50738.128274679184, 0.06967012910902481, 50738.19794480829
0.0 2, 0.0, 2, 50041.1131978035, 0.021527919970618203, 50041.13472572347
0.0 2, 0.02, 2, 50040.76272249222, 0.02169162692926485, 50040.784414119145
0.0 2, 0.04, 2, 50040.68240523338, 0.02201798447635417, 50040.70442321786
0.0 2, 0.06, 2, 50040.71161150932, 0.02276317504165204, 50040.73437468436
0.0 2, 0.08, 2, 50041.357800364494, 0.023263855246962062, 50041.38106421974
0.0 2, 0.1, 2, 50041.42351448536, 0.024860856962418243, 50041.44837534232
0.0 2, 0.12, 2, 50041.47827625275, 0.026042273066440358, 50041.50431852581
0.0 2, 0.14, 2, 50040.846690535545, 0.02747957379876309, 50040.874170109346
0.0 2, 0.16, 2, 50041.45637154579, 0.02960439680771254, 50041.485975942596
0.0 2, 0.18, 2, 50040.90145230293, 0.031847915906054625, 50040.933300218836
0.0 2, 0.2, 2, 50041.19351506233, 0.03482866864826639, 50041.22834373098
0.0 2, 0.22, 2, 50040.73716700077, 0.03600536857533654, 50040.77317236934
0.0 2, 0.24, 2, 50040.93796014786, 0.03834561134167902, 50040.9763057592
0.0 2, 0.26, 2, 50041.05478525162, 0.040967190743287696, 50041.09575244236
0.0 2, 0.28, 2, 50041.50748252869, 0.0441577349565585, 50041.55164026364
0.0 2, 0.3, 2, 50040.85399210453, 0.04547209520008244, 50040.89946419973
0.0 2, 0.32, 2, 50040.7225638628, 0.046073513544044875, 50040.76863737634
0.0 2, 0.34, 2, 50041.197165846825, 0.05034216212476739, 50041.24750800895
0.0 2, 0.36, 2, 50041.080340743065, 0.05276038883179157, 50041.1331011319
0.0 2, 0.38, 2, 50041.19351506233, 0.055955092703441345, 50041.24947015504
0.0 2, 0.4, 2, 50040.934309363365, 0.057523069349156186, 50040.991832432715
0.0 2, 0.42, 2, 50041.66081547737, 0.05939479618553212, 50041.720210273554
0.0 2, 0.44, 2, 50040.55827856064, 0.06044109863806735, 50040.61871965928
0.0 2, 0.46, 2, 50040.85034132004, 0.06405985979869955, 50040.914401179834
0.0 2, 0.48, 2, 50041.211768984795, 0.06624998970966489, 50041.2780189745
0.0 2, 0.5, 2, 50041.065737605095, 0.06625743850648746, 50041.1319950436
0.0 2, 0.0, 6, 50037.69241273403, 0.02135427807204171, 50037.7137670121
0.0 2, 0.02, 6, 50037.18860447407, 0.02142911774577505, 50037.210033591815
0.0 2, 0.04, 6, 50037.67050802708, 0.021775174297938293, 50037.69228320137
0.0 2, 0.06, 6, 50037.76177763939, 0.022478199539334276, 50037.78425583893
0.0 2, 0.08, 6, 50037.710666656494, 0.02340469226761055, 50037.734071348765
0.0 2, 0.1, 6, 50037.17765212059, 0.024674655510040555, 50037.2023267761
0.0 2, 0.12, 6, 50037.61574625969, 0.02635041373991387, 50037.64209667343
0.0 2, 0.14, 6, 50037.03162074089, 0.02795493450439568, 50037.0595756754
0.0 2, 0.16, 6, 50037.46971487999, 0.029928020628052332, 50037.49964290062
0.0 2, 0.18, 6, 50037.74717450142, 0.032236666983095796, 50037.779411168405
0.0 2, 0.2, 6, 50037.48431801796, 0.034336996621186944, 50037.51865501458
0.0 2, 0.22, 6, 50037.550032138824, 0.03564695283599162, 50037.58567909166
0.0 2, 0.24, 6, 50037.860348820686, 0.03939379334167881, 50037.89974261403
0.0 2, 0.26, 6, 50037.2214615345, 0.04094082014360967, 50037.262402354645
0.0 2, 0.28, 6, 50037.31273114681, 0.04317379656858722, 50037.35590494338
0.0 2, 0.3, 6, 50037.3200327158, 0.045550182279780915, 50037.36558289808
0.0 2, 0.32, 6, 50037.53907978535, 0.04947029028954175, 50037.588550075634
0.0 2, 0.34, 6, 50037.623047828674, 0.04975492456299779, 50037.67280275324
0.0 2, 0.36, 6, 50036.96955740452, 0.05456184931235131, 50037.02411925383
0.0 2, 0.38, 6, 50037.23241388798, 0.055192160871742835, 50037.28760604885
0.0 2, 0.4, 6, 50037.6120954752, 0.05791753652507037, 50037.670013011724
0.0 2, 0.42, 6, 50037.3674929142, 0.059392037169504475, 50037.42688495137
0.0 2, 0.44, 6, 50037.39304840565, 0.061928632868054945, 50037.45497703851
0.0 2, 0.46, 6, 50037.37114369869, 0.06539740732895538, 50037.43654110602
0.0 2, 0.48, 6, 50037.19590604305, 0.06486917801687775, 50037.26077522107
0.0 2, 0.5, 6, 50037.82384097576, 0.0672641043937029, 50037.891105080154
0.0 2, 0.0, 11, 50041.606053709984, 0.02144680666498433, 50041.627500516646
0.0 2, 0.02, 11, 50041.56589508057, 0.02160514035881267, 50041.58750022093
0.0 2, 0.04, 11, 50041.17161035538, 0.02210875667165435, 50041.19371911205
0.0 2, 0.06, 11, 50041.60240292549, 0.022586142319492408, 50041.62498906781
0.0 2, 0.08, 11, 50040.63859581947, 0.02388829468059961, 50040.66248411415
0.0 2, 0.1, 11, 50041.57319664955, 0.024884403811634703, 50041.598081053366
0.0 2, 0.12, 11, 50041.17161035538, 0.026322410512697902, 50041.19793276589
0.0 2, 0.14, 11, 50041.76668822765, 0.028109220968966175, 50041.79479744862
0.0 2, 0.16, 11, 50041.48192703724, 0.029842367472310283, 50041.511769404715
0.0 2, 0.18, 11, 50041.6462123394, 0.03240657651764556, 50041.67861891592
0.0 2, 0.2, 11, 50041.18621349335, 0.03464547780585525, 50041.22085897115
0.0 2, 0.22, 11, 50041.445419192314, 0.03721703430683787, 50041.48263622662
0.0 2, 0.24, 11, 50040.72621464729, 0.03898093168370809, 50040.76519557898
0.0 2, 0.26, 11, 50041.755735874176, 0.04200685429064266, 50041.797742728464
0.0 2, 0.28, 11, 50041.71922802925, 0.044657630594484465, 50041.76388565984
0.0 2, 0.3, 11, 50041.22272133827, 0.04690956574664096, 50041.26963090402
0.0 2, 0.32, 11, 50041.43446683884, 0.05005275180665858, 50041.484519590646
0.0 2, 0.34, 11, 50042.01494157314, 0.051085289193073535, 50042.06602686234
0.0 2, 0.36, 11, 50041.07668995857, 0.050662011876794866, 50041.12735197045
0.0 2, 0.38, 11, 50041.387006640434, 0.0545043363001706, 50041.441510976736
0.0 2, 0.4, 11, 50041.52208566666, 0.05763720026887964, 50041.579722866925
0.0 2, 0.42, 11, 50041.50748252869, 0.0609878115911896, 50041.56847034028
0.0 2, 0.44, 11, 50041.664466261864, 0.06334740263779093, 50041.7278136645
0.0 2, 0.46, 11, 50040.9671664238, 0.06670360855608026, 50041.033870032355
0.0 2, 0.48, 11, 50041.74843430519, 0.06982001678426708, 50041.818254321974
0.0 2, 0.5, 11, 50041.71922802925, 0.07168033158096532, 50041.79090836083
0.0 2, 0.0, 26, 49951.55580341816, 0.02132796935917558, 49951.577131387516
0.0 2, 0.02, 26, 49951.52659714222, 0.021450303330276865, 49951.54804744555
0.0 2, 0.04, 26, 49951.86612010002, 0.021787560418705887, 49951.88790766044
0.0 2, 0.06, 26, 49951.42072439194, 0.02276577239661537, 49951.44349016433
0.0 2, 0.08, 26, 49951.88072323799, 0.023743878507784477, 49951.904467116496
0.0 2, 0.1, 26, 49952.03040540218, 0.02491183426192156, 49952.055317236445
0.0 2, 0.12, 26, 49951.917231082916, 0.026062517253496176, 49951.94329360017
0.0 2, 0.14, 26, 49951.782152056694, 0.028094264171337868, 49951.81024632086
0.0 2, 0.16, 26, 49951.928183436394, 0.030197891083903583, 49951.95838132748
0.0 2, 0.18, 26, 49951.95373892784, 0.031664819628833385, 49951.98540374747
0.0 2, 0.2, 26, 49952.150881290436, 0.034023446300690874, 49952.184904736736
0.0 2, 0.22, 26, 49951.723739504814, 0.03581076743272349, 49951.75955027225
0.0 2, 0.24, 26, 49951.139613986015, 0.03887676896486325, 49951.17849075498
0.0 2, 0.26, 26, 49951.85881853104, 0.04164153493586342, 49951.900460065975
0.0 2, 0.28, 26, 49951.92088186741, 0.04478668211240533, 49951.96566854952
0.0 2, 0.3, 26, 49951.650723814964, 0.04555395978274579, 49951.69627777475
0.0 2, 0.32, 26, 49951.59596204758, 0.04777964769581089, 49951.643741695276
0.0 2, 0.34, 26, 49951.77119970322, 0.04987296424806409, 49951.821072667466
0.0 2, 0.36, 26, 49951.990246772766, 0.05500190766403412, 49952.04524868043
0.0 2, 0.38, 26, 49951.548501849174, 0.055303013294286774, 49951.60380486247
0.0 2, 0.4, 26, 49951.54485106468, 0.057477989920048045, 49951.6023290546
0.0 2, 0.42, 26, 49952.136278152466, 0.06001940252094151, 49952.19629755498
0.0 2, 0.44, 26, 49951.65437459946, 0.06265300567914833, 49951.71702760513
0.0 2, 0.46, 26, 49951.42072439194, 0.06819288900145948, 49951.48891728094
0.0 2, 0.48, 26, 49951.64342224598, 0.06660878056235642, 49951.710031026545
0.0 2, 0.5, 26, 49951.80405676365, 0.06798165884128349, 49951.87203842249
0.0 2, 0.0, final, 49952.14357972145, 0.0213334385837205, 49952.164913160035
0.0 2, 0.02, final, 49952.08881795406, 0.021460540947754292, 49952.11027849501
0.0 2, 0.04, final, 49952.38818228245, 0.021922959428457678, 49952.41010524188
0.0 2, 0.06, final, 49952.56341993809, 0.022528787277370177, 49952.58594872536
0.0 2, 0.08, final, 49952.18738913536, 0.023565437107089804, 49952.21095457247
0.0 2, 0.1, final, 49952.16183364391, 0.02483086326404471, 49952.18666450718
0.0 2, 0.12, final, 49952.23484933376, 0.026669891853204897, 49952.26151922562
0.0 2, 0.14, final, 49952.47580111027, 0.028236937013641494, 49952.50403804728
0.0 2, 0.16, final, 49951.74199342728, 0.029811129234340927, 49951.77180455651
0.0 2, 0.18, final, 49952.150881290436, 0.032770330346251875, 49952.183651620784
0.0 2, 0.2, final, 49951.92088186741, 0.033970675795241156, 49951.954852543204
0.0 2, 0.22, final, 49952.121675014496, 0.03652054176249464, 49952.15819555626
0.0 2, 0.24, final, 49952.33342051506, 0.040303210077565765, 49952.37372372514
0.0 2, 0.26, final, 49952.705800533295, 0.04257280614281678, 49952.74837333944
0.0 2, 0.28, final, 49952.01215147972, 0.04359831161999783, 49952.05574979134
0.0 2, 0.3, final, 49952.00850069523, 0.04733839136060669, 49952.05583908659
0.0 2, 0.32, final, 49951.42072439194, 0.04915813971359817, 49951.46988253165
0.0 2, 0.34, final, 49951.90992951393, 0.050248533324478206, 49951.96017804726
0.0 2, 0.36, final, 49952.362626791, 0.054209209695865956, 49952.416836000695
0.0 2, 0.38, final, 49952.54151523113, 0.055311656885334015, 49952.59682688802
0.0 2, 0.4, final, 49951.99754834175, 0.05743656115865525, 49952.05498490291
0.0 2, 0.42, final, 49952.428340911865, 0.06013541107264897, 49952.488476322935
0.0 2, 0.44, final, 49952.74230837822, 0.06330761084147019, 49952.80561598906
0.0 2, 0.46, final, 49952.399134635925, 0.06456587978095385, 49952.463700515706
0.0 2, 0.48, final, 49951.975643634796, 0.06847392220245208, 49952.044117557
0.0 2, 0.5, final, 49952.107071876526, 0.07114055030200173, 49952.17821242683
0.02 0, 0.0, 0, 686579.6160697937, 69641833.21366315, 70328412.82973294
0.02 0, 0.02, 0, 686876.4102458954, 69703368.70360255, 70390245.11384845
0.02 0, 0.04, 0, 687126.4743804932, 69771478.94493112, 70458605.41931161
0.02 0, 0.06, 0, 687330.5678367615, 69842421.39412098, 70529751.96195774
0.02 0, 0.08, 0, 687594.0084457397, 69918315.9735084, 70605909.98195414
0.02 0, 0.1, 0, 687830.0535678864, 69990546.71641937, 70678376.76998726
0.02 0, 0.12, 0, 688185.2602958679, 70084924.25796446, 70773109.51826033
0.02 0, 0.14, 0, 688532.2308540344, 70196121.77122226, 70884654.0020763
0.02 0, 0.16, 0, 688933.3498477936, 70286358.16637157, 70975291.51621936
0.02 0, 0.18, 0, 688982.241153717, 70355545.38869709, 71044527.6298508
0.02 0, 0.2, 0, 689451.3523578644, 70505321.83636051, 71194773.18871838
0.02 0, 0.22, 0, 689724.6646881104, 70595104.69517715, 71284829.35986526
0.02 0, 0.24, 0, 690004.1687488556, 70691609.26184446, 71381613.43059331
0.02 0, 0.26, 0, 690400.2642631531, 70807906.94412771, 71498307.20839086
0.02 0, 0.28, 0, 690642.6179409027, 70891368.22843423, 71582010.84637514
0.02 0, 0.3, 0, 690954.4241428375, 70984407.30333607, 71675361.7274789
0.02 0, 0.32, 0, 691429.5518398285, 71104783.83609802, 71796213.38793784
0.02 0, 0.34, 0, 691818.6378479004, 71223704.38573073, 71915523.02357863
0.02 0, 0.36, 0, 692159.7671508789, 71338871.22338523, 72031030.99053611
0.02 0, 0.38, 0, 692264.3840312958, 71396337.01352556, 72088601.39755686
0.02 0, 0.4, 0, 692712.1162414551, 71518429.10000739, 72211141.21624884
0.02 0, 0.42, 0, 693172.2319126129, 71654652.800998, 72347825.03291062
0.02 0, 0.44, 0, 693193.7861442566, 71675528.77260956, 72368722.55875382
0.02 0, 0.46, 0, 693813.6601448059, 71893180.1458027, 72586993.80594751
0.02 0, 0.48, 0, 693826.6277313232, 71879356.71136442, 72573183.33909574
0.02 0, 0.5, 0, 694206.2509059906, 72004667.10354692, 72698873.35445291
0.02 0, 0.0, 1, 50737.25573718548, 0.04762183703444356, 50737.30335902251
0.02 0, 0.02, 1, 50736.61684989929, 0.048051587324925316, 50736.66490148662
0.02 0, 0.04, 1, 50737.222880125046, 0.04885730948809941, 50737.27173743454
0.02 0, 0.06, 1, 50737.029388546944, 0.049777679199354385, 50737.07916622614
0.02 0, 0.08, 1, 50736.839547753334, 0.05155988821855173, 50736.89110764155
0.02 0, 0.1, 1, 50736.93811893463, 0.05302056522340559, 50736.991139499856
0.02 0, 0.12, 1, 50736.65700852871, 0.05539680528342028, 50736.712405333994
0.02 0, 0.14, 1, 50737.40541934967, 0.05762385279254345, 50737.463043202464
0.02 0, 0.16, 1, 50735.94510555267, 0.059788380888910475, 50736.00489393356
0.02 0, 0.18, 1, 50737.4382764101, 0.06342510186656003, 50737.50170151197
0.02 0, 0.2, 1, 50736.941769719124, 0.06591897244392853, 50737.00768869157
0.02 0, 0.22, 1, 50737.67922818661, 0.0689082936478268, 50737.74813648025
0.02 0, 0.24, 1, 50736.678913235664, 0.07137612863533271, 50736.7502893643
0.02 0, 0.26, 1, 50736.810341477394, 0.07409963247459339, 50736.88444110987
0.02 0, 0.28, 1, 50737.24843561649, 0.0753754149888799, 50737.323811031485
0.02 0, 0.3, 1, 50736.96732521057, 0.0788381099966281, 50737.04616332057
0.02 0, 0.32, 1, 50736.9052618742, 0.08350946977130025, 50736.98877134397
0.02 0, 0.34, 1, 50736.83224618435, 0.0851329540329614, 50736.91737913838
0.02 0, 0.36, 1, 50736.532881855965, 0.0883056280463489, 50736.62118748401
0.02 0, 0.38, 1, 50737.149864435196, 0.09000176981740016, 50737.23986620501
0.02 0, 0.4, 1, 50737.23383247852, 0.09302093564190395, 50737.32685341417
0.02 0, 0.42, 1, 50737.3908162117, 0.0956501744042807, 50737.48646638611
0.02 0, 0.44, 1, 50737.427324056625, 0.09753344229225525, 50737.52485749892
0.02 0, 0.46, 1, 50736.868754029274, 0.0997824132647368, 50736.96853644254
0.02 0, 0.48, 1, 50736.55478656292, 0.10296114177924709, 50736.657747704696
0.02 0, 0.5, 1, 50736.58399283886, 0.10577991733173198, 50736.68977275619
0.02 0, 0.0, 2, 50041.664466261864, 0.030313224269759242, 50041.69477948613
0.02 0, 0.02, 2, 50041.489228606224, 0.030322047517623574, 50041.51955065374
0.02 0, 0.04, 2, 50041.226372122765, 0.030771116675955668, 50041.25714323944
0.02 0, 0.06, 2, 50041.799545288086, 0.03174828938475016, 50041.831293577474
